AUTHORITARIANISM,SOCIALDOM,CRTScore3,CONSPIRACY,PARANOIA,CLOC,POLOC,ILOC,TRUSTState,ALT,Uk$Agreeableness,Uk$Conscientiousness,Uk$Neuroticism,Uk$Openness,Uk$Extraversion,Uk$MIGRANT1,Uk$MIGRANT2,Uk$COVID_Infected_Self_Binary,Uk$COVID_Infected_Rel_Binary,Uk$VAX,Uk$Sex,Uk$Employ_Binary,Uk$Education_Binary,Uk$TRUST6,Uk$TRUST7
28,31,0,41,15,9,13,13,20,21,5,7,7,7,8,6,6,0,0,0,1,1,1,4,4
35,30,2,35,7,9,18,11,17,39,8,8,7,7,7,4,4,0,0,1,1,1,1,5,4
42,14,1,45,20,14,10,15,9,34,6,8,9,9,7,7,8,0,0,0,1,1,1,3,4
31,32,0,42,6,12,12,12,16,35,7,9,7,9,6,6,6,0,0,1,1,0,1,4,5
28,15,3,39,8,9,16,13,12,30,7,6,3,2,2,8,5,0,0,1,1,1,1,4,4
39,10,2,23,5,5,15,11,10,36,8,7,4,8,7,10,10,0,0,1,1,1,1,3,4
24,21,2,39,9,10,13,9,18,36,7,10,2,10,8,7,5,0,0,1,1,1,1,4,4
28,22,0,40,13,13,12,10,20,30,8,8,6,5,4,8,8,0,0,0,0,0,1,4,4
23,14,0,33,10,10,17,11,25,34,8,9,3,5,3,3,3,0,0,1,1,1,0,5,5
17,36,0,16,18,14,16,11,11,27,9,10,4,7,8,2,2,0,0,1,0,1,1,4,5
31,20,2,26,8,16,13,13,18,45,9,6,2,4,3,4,4,0,0,0,0,1,1,4,5
25,21,1,33,5,7,15,13,17,25,9,8,2,5,9,8,5,0,0,1,0,0,1,4,5
45,10,2,25,15,19,16,13,8,27,5,5,8,10,8,10,10,0,0,1,1,1,1,3,3
39,21,0,9,8,4,15,10,15,18,8,8,4,6,5,7,7,0,0,0,1,1,1,4,4
23,40,1,35,20,9,14,10,12,34,7,8,7,6,4,4,3,0,0,1,0,1,1,3,4
18,32,2,41,7,8,14,10,19,36,8,10,4,6,4,7,7,0,0,1,1,1,1,4,4
20,46,2,39,14,6,13,11,19,34,8,9,2,5,6,6,4,0,0,1,1,1,1,4,5
26,26,0,37,11,6,20,9,18,31,7,10,2,5,6,7,3,0,0,1,1,1,1,5,5
23,31,0,51,9,12,12,12,15,29,7,10,2,6,6,2,4,0,0,1,1,1,1,3,4
30,30,0,40,10,10,16,11,14,27,8,7,4,7,6,4,4,0,0,0,0,1,1,3,3
30,18,3,40,9,15,16,8,15,44,8,10,3,8,6,7,7,0,0,0,0,1,1,3,4
32,32,0,12,16,13,12,10,13,23,7,7,5,7,6,3,3,0,0,0,0,1,1,3,4
23,30,2,35,12,3,15,9,18,43,7,10,2,3,5,5,5,0,0,1,1,1,1,4,5
21,16,0,52,11,3,18,15,10,34,8,8,2,4,2,5,1,0,0,1,1,1,1,2,2
48,11,2,13,8,11,15,14,11,31,8,5,3,6,6,10,9,0,1,1,0,1,1,4,5
22,33,1,26,15,11,13,13,14,31,8,5,8,8,5,6,8,0,0,1,1,1,1,5,5
31,13,1,29,7,4,15,9,20,40,7,7,7,5,3,6,6,0,0,1,0,1,1,5,5
21,14,1,40,14,13,11,10,12,33,9,10,6,7,5,5,5,0,0,1,0,1,1,2,3
35,25,3,39,9,6,19,11,16,33,6,8,2,6,5,8,7,0,0,0,1,1,1,4,4
34,32,0,45,17,12,12,13,7,24,5,6,7,8,6,4,4,0,0,1,0,1,1,2,3
36,19,3,19,8,10,13,12,16,24,6,5,3,4,4,8,8,0,0,1,1,1,1,5,5
23,20,1,35,7,7,16,10,9,34,8,7,4,7,6,8,7,0,0,1,1,1,1,3,4
23,25,2,37,5,13,15,11,17,33,8,6,3,7,4,6,6,0,0,0,0,1,1,4,4
13,20,0,39,15,15,11,6,18,36,8,6,8,10,7,4,1,0,0,1,1,0,1,5,5
24,24,0,46,18,20,13,11,18,29,6,10,10,9,7,2,2,0,0,1,0,1,1,3,3
32,36,1,32,10,8,14,11,13,20,6,8,9,7,7,8,7,0,0,1,0,1,1,4,4
26,38,1,32,11,13,12,11,11,25,8,9,3,8,8,6,4,0,0,1,1,1,1,5,3
24,38,0,52,16,12,12,12,14,18,6,8,6,6,5,1,1,0,0,1,1,1,1,4,5
21,22,0,36,12,13,15,11,16,33,6,8,8,8,8,7,4,0,0,1,0,1,1,4,4
23,12,2,38,10,11,16,8,19,45,8,9,4,7,6,3,5,0,0,1,0,1,1,4,5
25,44,2,41,17,8,16,10,12,28,3,3,4,7,7,2,2,0,0,1,1,1,1,4,5
32,30,0,18,15,14,10,10,18,28,6,6,7,7,6,3,4,0,0,1,0,1,1,3,3
26,34,0,41,19,15,11,12,12,28,7,7,6,6,4,3,3,0,0,0,1,1,1,4,5
29,25,3,28,12,9,15,9,18,37,4,8,9,6,4,5,5,0,0,1,1,0,1,5,5
25,24,0,44,7,10,16,11,21,31,8,9,5,5,8,4,4,0,0,1,0,1,1,5,5
29,27,2,47,5,16,11,16,14,33,7,4,5,6,3,4,2,0,0,0,1,0,1,4,5
31,8,3,44,5,11,11,12,6,33,5,8,5,8,9,10,1,1,1,0,1,1,1,2,4
32,30,0,24,10,11,12,12,14,23,6,6,5,6,5,3,3,0,0,0,1,0,1,3,4
26,24,0,30,16,10,15,10,14,27,6,8,5,5,5,4,4,0,0,1,0,1,1,4,4
30,37,3,33,17,14,9,12,14,28,7,8,4,8,8,5,5,0,0,0,1,1,1,2,3
33,18,1,27,9,11,11,11,13,35,8,9,5,6,4,9,9,0,0,1,1,1,1,4,5
33,21,1,22,8,11,15,15,19,19,8,8,4,8,6,7,6,0,0,1,1,1,1,4,4
38,22,0,36,14,9,10,12,17,27,5,6,4,8,7,7,7,0,0,0,1,1,1,4,3
38,14,3,31,6,15,15,12,10,34,9,5,5,7,4,6,7,0,0,1,1,0,1,5,5
43,19,2,37,14,16,18,15,11,45,5,8,9,10,6,10,7,0,0,1,1,1,1,4,4
20,36,1,32,9,12,13,12,16,31,6,9,5,8,8,6,5,0,0,1,1,1,1,3,4
22,34,2,30,8,12,10,15,18,36,8,6,6,5,6,7,4,0,0,0,0,1,1,4,4
26,28,3,31,5,5,18,9,16,27,6,8,6,5,5,6,6,0,0,1,1,1,1,4,4
29,8,1,46,19,18,9,17,7,17,4,4,8,5,3,2,2,0,1,0,0,0,1,3,4
41,24,2,26,16,17,18,15,10,24,5,7,8,3,3,5,7,0,0,1,1,1,1,3,4
24,27,3,50,13,8,14,14,6,36,7,10,10,7,3,5,3,0,0,1,1,1,0,3,4
19,26,1,40,7,14,17,10,20,18,8,8,8,5,4,7,7,0,0,0,0,0,1,4,4
30,28,1,43,7,9,14,12,16,29,7,10,3,7,6,8,7,0,0,1,1,1,1,3,5
22,27,0,38,5,12,12,12,13,28,8,8,5,7,5,6,6,0,0,1,1,1,1,4,4
33,14,0,43,5,9,12,10,11,43,9,10,3,9,10,9,8,0,0,1,1,1,1,5,5
40,9,3,29,13,13,12,11,9,27,4,9,9,5,5,9,10,0,0,0,1,1,1,4,4
41,17,3,28,6,5,18,9,15,34,7,7,5,9,5,8,10,0,0,1,1,1,1,4,5
24,37,1,48,11,14,17,13,9,29,6,3,5,5,6,3,3,0,0,0,1,1,1,2,3
37,8,3,43,14,9,12,11,15,36,8,8,4,8,5,10,10,0,0,1,1,1,1,4,4
45,8,3,9,9,13,18,12,13,29,6,4,8,8,5,5,10,0,0,1,1,0,1,4,4
27,24,2,36,7,12,11,12,7,26,6,6,4,6,5,6,4,1,1,0,0,1,1,4,4
23,12,0,21,15,16,12,11,13,17,6,6,10,6,3,5,5,0,0,0,0,0,1,4,4
32,9,3,37,10,13,12,12,11,34,9,9,7,4,5,8,8,0,0,1,1,1,1,5,5
36,21,3,13,5,12,16,11,14,26,6,10,2,8,6,5,7,0,0,0,1,1,1,4,4
30,9,0,41,10,11,12,10,11,27,9,10,10,6,5,7,7,0,0,1,0,1,1,4,5
31,21,3,31,5,5,15,10,15,35,7,8,2,9,10,6,4,0,0,1,0,1,1,4,4
35,12,3,46,12,14,11,12,15,36,7,6,8,5,5,8,8,0,0,1,1,1,1,4,5
27,24,0,20,8,9,17,12,13,40,10,9,6,6,6,3,3,0,0,0,0,0,0,2,4
29,22,1,35,10,10,16,9,14,34,5,8,3,8,7,7,6,0,0,0,0,1,1,4,3
24,22,0,35,15,14,11,11,8,33,9,10,7,6,6,1,5,0,0,1,0,1,1,3,4
29,15,0,46,6,3,15,12,18,26,9,9,3,6,8,3,1,0,0,1,0,1,1,5,5
27,14,3,52,24,15,17,13,6,44,6,9,6,2,2,2,1,0,0,1,1,1,1,2,2
30,32,0,36,15,12,12,12,18,36,6,6,6,6,6,7,7,0,0,1,1,1,1,4,3
25,34,0,31,25,10,12,13,5,27,6,8,10,10,6,1,1,0,0,1,0,1,1,1,4
30,32,0,27,9,6,16,8,16,24,7,7,3,5,4,3,4,0,0,1,1,1,1,4,5
41,23,2,14,6,6,16,13,12,24,7,9,7,7,5,8,7,0,0,1,1,1,1,5,5
30,24,2,25,9,8,13,10,16,32,9,10,3,7,8,8,9,0,0,1,1,1,1,4,3
32,19,0,8,7,7,15,9,19,44,8,10,5,8,6,10,10,0,0,1,1,1,1,4,5
19,30,0,44,5,15,18,12,18,22,9,6,7,5,5,1,5,0,0,1,0,1,1,5,5
22,20,3,44,9,13,11,13,14,19,7,8,5,5,3,4,5,1,0,1,1,1,1,4,4
26,20,0,55,16,10,17,18,7,22,4,6,6,7,6,7,8,0,0,1,0,1,1,2,3
24,16,1,37,5,10,13,14,13,38,8,10,2,8,9,7,7,0,0,1,0,1,1,4,4
21,23,0,37,9,14,16,13,17,37,9,9,8,9,8,3,3,0,0,1,0,1,1,5,5
32,18,0,16,5,6,15,5,9,32,10,10,2,9,8,5,1,0,0,1,1,1,1,3,3
25,29,1,23,10,10,16,11,10,35,8,8,4,8,6,6,6,0,0,0,1,1,1,2,1
28,32,2,30,13,12,12,12,15,27,7,6,5,5,7,5,5,0,0,0,1,1,1,3,3
27,27,0,41,6,14,10,12,16,34,7,10,6,5,4,6,1,0,0,0,1,1,1,4,4
37,12,2,13,9,10,15,10,12,32,7,6,3,8,7,8,1,0,0,1,1,1,1,5,4
37,34,1,41,16,14,13,14,14,29,7,6,5,2,3,2,1,0,0,0,1,0,1,5,4
31,26,1,31,5,10,14,8,17,32,9,10,6,6,3,10,10,0,0,1,1,1,1,4,4
30,21,1,36,17,13,13,9,16,27,8,5,8,10,8,6,7,0,0,1,0,1,1,4,4
18,46,0,31,16,14,15,14,10,10,3,6,6,10,6,4,4,0,0,0,1,1,0,4,5
23,28,0,34,18,13,12,12,18,32,6,5,4,6,6,3,5,0,0,1,1,1,1,3,3
38,16,2,21,9,14,11,13,16,35,8,8,4,7,5,5,5,0,0,1,1,0,1,4,5
30,16,0,19,15,8,13,10,15,38,8,6,3,8,6,7,8,0,0,1,0,1,1,4,4
37,8,0,45,10,15,8,18,14,35,6,5,8,4,2,10,10,0,0,1,0,0,1,4,5
45,20,0,52,13,14,11,12,8,17,6,5,5,8,6,8,9,0,0,1,1,1,1,3,4
25,14,2,20,14,14,16,13,18,34,7,6,5,6,3,10,10,0,0,1,1,1,1,5,5
38,32,0,30,18,9,15,11,12,17,9,9,3,4,4,3,1,0,0,0,0,1,1,3,3
37,14,0,34,5,9,14,11,20,41,8,8,5,9,9,8,8,0,0,1,0,1,1,4,4
16,24,2,40,9,11,15,13,12,21,7,9,2,9,7,7,6,0,0,0,1,1,0,4,5
40,18,1,42,11,11,12,10,13,35,6,6,3,9,9,7,7,0,0,1,0,1,1,4,4
21,34,0,35,10,14,13,9,17,32,8,10,4,8,6,7,4,0,0,1,1,1,1,4,4
28,24,1,37,12,14,16,9,16,35,8,8,3,6,7,8,8,0,0,1,1,1,1,4,5
27,40,2,19,10,15,17,9,12,36,8,9,3,7,7,7,2,0,0,1,1,1,1,3,4
21,28,1,32,5,12,13,10,15,36,7,8,4,6,6,6,6,0,0,1,1,1,1,3,4
29,53,0,55,17,20,15,12,9,20,2,4,7,6,6,1,1,0,0,1,1,1,1,2,3
33,35,2,21,9,10,16,10,14,32,5,5,2,3,2,7,7,0,0,0,1,1,1,4,4
20,38,0,38,16,17,9,9,21,25,5,7,6,7,3,6,6,0,0,1,0,1,1,4,4
28,18,1,34,11,9,14,10,11,42,6,6,8,5,4,6,5,0,0,0,0,1,1,4,4
30,28,3,15,10,10,12,9,19,23,6,9,4,6,4,7,6,0,0,0,1,1,1,4,4
25,23,2,36,5,11,13,10,18,33,8,10,4,6,7,2,2,0,0,1,0,1,1,3,5
26,21,2,15,6,8,15,10,20,30,8,9,5,4,3,7,6,0,0,1,1,1,1,4,5
41,13,1,40,10,6,16,10,10,35,8,7,4,3,4,8,8,0,0,1,1,1,1,4,4
13,22,0,41,9,3,15,12,15,27,7,9,10,4,3,6,6,0,0,1,0,1,1,3,4
20,25,0,32,14,6,15,10,18,27,8,9,3,6,4,4,4,0,0,1,1,1,1,4,5
29,33,3,34,6,13,16,12,17,25,8,7,5,4,4,7,5,0,0,0,0,1,1,4,4
29,23,0,50,8,11,16,13,15,30,7,9,5,9,6,6,6,0,0,1,0,1,1,4,4
33,26,3,11,10,9,14,9,19,27,6,7,2,5,2,7,3,0,0,1,1,1,1,5,4
24,28,0,33,11,10,14,12,18,27,5,8,5,4,4,6,6,0,0,1,0,1,1,4,4
39,10,3,23,12,15,15,12,12,33,3,10,7,3,6,7,5,0,0,1,1,1,1,5,5
35,38,0,48,6,5,17,9,7,30,6,10,8,6,7,4,5,0,0,1,1,1,1,2,3
25,27,1,44,5,3,15,8,14,37,9,9,3,6,10,4,1,0,0,1,0,1,0,5,5
32,24,2,22,16,12,18,12,12,27,5,9,4,8,8,5,7,0,0,1,1,1,1,3,4
20,32,0,31,16,13,13,11,15,28,7,9,4,7,4,6,6,0,0,1,0,1,1,4,4
32,9,0,34,7,11,14,9,12,36,8,6,4,8,6,8,7,0,0,1,1,1,1,3,4
22,30,2,28,7,7,16,15,13,45,7,9,3,4,4,5,4,0,0,1,1,1,1,4,5
30,32,0,30,15,12,12,12,16,27,6,6,6,6,6,5,5,0,0,1,1,1,0,4,5
12,34,0,46,15,9,16,10,19,30,4,9,3,6,4,1,1,0,0,1,1,1,1,4,5
29,55,0,41,13,16,10,10,21,40,9,7,6,6,3,1,3,0,0,0,0,1,1,4,4
47,15,1,12,5,6,15,10,18,30,7,8,2,4,5,9,9,0,0,1,1,1,1,5,5
33,27,0,31,15,12,13,10,12,34,8,9,9,9,9,4,1,0,0,1,0,1,1,4,2
30,15,0,35,8,12,14,13,13,31,8,6,9,8,6,6,6,0,0,0,0,1,1,3,4
25,18,0,30,8,12,15,10,20,40,10,7,2,5,7,3,4,0,0,1,0,1,0,5,5
24,20,3,35,13,3,15,11,19,27,7,7,5,6,5,6,6,0,0,1,1,1,1,4,4
43,11,2,49,10,8,12,11,12,43,6,6,3,8,9,9,9,0,0,1,1,1,1,4,5
43,15,1,38,5,6,11,10,17,36,9,10,2,6,6,9,9,0,0,1,1,1,1,4,5
23,31,0,48,8,7,15,18,16,24,5,5,7,7,4,6,5,0,0,0,0,1,1,4,4
25,19,2,36,6,8,14,12,12,28,7,6,5,4,5,4,4,0,0,1,1,1,1,2,4
28,14,1,40,13,10,14,14,12,19,4,3,3,5,5,10,10,0,0,1,1,1,1,3,5
27,26,0,42,5,9,12,9,17,34,7,10,3,7,8,6,6,0,0,1,0,1,1,5,5
26,30,1,34,10,9,16,11,10,33,9,10,3,5,5,8,5,0,0,1,1,1,1,2,1
22,12,0,55,22,13,5,9,8,36,10,10,3,10,10,2,1,0,0,0,0,1,1,3,3
30,22,1,38,6,12,14,11,20,38,10,10,2,9,10,8,6,0,0,1,1,1,1,4,5
24,32,1,30,6,8,16,10,23,34,10,9,3,7,6,7,8,0,0,1,1,1,1,5,5
26,28,1,36,10,13,12,12,18,30,6,7,5,7,7,5,5,0,0,0,0,1,1,3,4
46,16,0,27,5,12,15,13,11,20,6,6,5,10,7,8,8,0,0,1,1,1,1,5,5
26,28,1,36,8,8,15,10,20,24,10,10,2,10,9,8,7,0,0,1,1,1,1,5,5
26,22,1,19,11,6,16,10,7,18,5,4,5,5,4,7,7,0,0,1,1,1,1,3,3
43,9,3,33,9,10,17,9,12,33,8,6,3,4,3,8,9,0,0,1,1,1,1,5,5
24,28,0,27,15,12,15,12,19,23,5,8,4,4,4,4,4,0,0,0,1,1,1,4,4
27,22,0,30,5,7,15,12,19,43,9,10,5,9,7,8,8,0,0,1,0,1,1,5,5
19,34,1,27,7,9,18,9,15,33,7,9,4,4,4,1,1,0,1,1,1,1,1,3,4
30,22,3,15,5,3,16,10,15,45,6,10,2,8,9,10,10,0,0,1,1,1,1,4,4
34,16,0,37,6,9,15,11,15,36,8,8,3,6,8,8,8,0,0,1,0,1,1,4,4
35,17,0,33,5,13,11,12,9,33,7,7,4,6,5,7,7,0,0,1,0,1,1,4,5
31,14,1,36,14,12,15,9,15,27,8,6,6,7,4,8,5,0,0,1,1,1,1,3,5
26,31,0,38,10,14,14,9,19,33,6,7,3,6,7,6,5,0,0,0,0,1,1,3,4
42,10,0,36,6,13,16,8,14,44,8,7,8,10,8,9,9,0,0,1,0,1,1,4,5
16,22,0,43,9,10,12,13,18,33,8,8,7,5,4,3,2,0,0,1,0,1,1,4,5
30,15,0,29,8,15,18,14,13,30,6,4,7,7,6,1,7,0,0,1,0,1,0,5,5
27,28,0,20,7,9,14,11,13,24,5,9,3,5,3,5,5,0,0,1,1,1,1,3,4
19,20,0,40,5,15,11,11,15,34,9,9,3,9,7,2,4,0,0,1,1,1,1,2,4
44,15,2,51,5,3,15,9,11,23,7,6,9,10,6,10,10,0,0,1,1,1,1,5,5
30,20,0,42,12,9,13,12,20,28,6,9,4,6,4,3,4,0,0,1,1,1,1,4,4
26,29,0,49,21,21,9,14,20,29,6,6,10,6,4,3,3,0,0,1,1,1,1,4,5
20,21,0,33,6,12,12,10,19,42,8,10,3,6,6,7,8,0,0,1,0,1,1,5,5
30,30,3,44,10,3,12,9,10,35,6,10,2,5,5,6,6,0,0,1,1,1,1,3,4
24,28,1,31,10,13,13,13,8,33,6,6,6,6,6,4,5,0,0,0,1,1,0,3,3
13,22,0,35,5,7,14,12,12,43,9,8,5,8,6,2,1,0,0,1,0,1,1,4,5
17,28,3,38,9,10,14,10,13,28,8,8,4,5,3,5,4,0,0,1,1,1,1,4,4
23,33,3,48,17,13,17,11,9,32,8,7,4,5,5,5,7,0,0,1,1,1,1,4,4
19,33,1,55,8,12,15,11,13,30,7,10,2,5,6,5,4,0,0,1,1,1,1,4,4
22,34,1,18,13,12,15,18,10,9,4,10,6,2,2,6,6,0,0,1,1,1,1,3,3
29,19,1,15,5,11,12,8,10,37,6,10,2,7,8,5,5,0,0,1,0,1,1,5,4
21,18,3,38,13,6,13,11,19,33,9,8,2,9,7,8,8,0,0,1,1,1,1,5,5
30,14,0,35,8,9,8,9,16,36,9,9,2,8,9,7,7,0,0,1,1,1,1,4,5
31,29,3,36,5,9,20,9,16,32,8,10,5,3,3,4,6,0,0,1,1,1,1,4,5
22,26,0,44,5,8,16,10,23,44,8,6,4,5,6,7,8,0,0,1,0,1,1,5,5
30,28,0,37,10,12,13,12,14,23,5,8,4,6,4,7,7,0,0,1,0,1,1,3,4
27,28,0,32,6,3,19,8,16,26,6,9,3,7,7,6,5,0,0,0,1,1,1,4,4
37,17,1,46,5,6,11,11,16,43,9,10,4,10,9,8,8,0,0,1,1,1,1,5,5
20,37,0,36,17,12,12,13,17,26,7,8,4,5,6,5,3,0,0,1,1,1,0,4,5
34,8,0,32,11,15,15,12,14,40,7,8,9,8,8,8,7,0,0,1,1,1,1,4,5
20,24,0,46,15,11,13,11,12,28,6,6,8,8,6,3,5,0,0,1,0,1,1,4,4
35,24,0,32,9,11,15,11,12,28,7,5,4,8,7,8,8,0,0,1,1,1,1,3,3
41,18,1,13,5,6,15,13,19,43,6,9,2,8,6,10,10,0,0,0,1,1,1,5,5
27,26,2,35,5,11,14,13,17,36,7,10,6,6,8,10,10,0,0,1,0,1,1,4,5
27,21,0,26,5,5,18,11,16,27,5,8,5,7,7,6,6,0,0,1,1,1,1,4,4
28,32,0,30,5,7,13,12,18,27,9,9,4,7,6,6,6,0,0,1,1,1,1,4,4
36,18,0,25,5,13,10,9,22,37,9,9,2,10,7,7,7,0,1,1,0,1,1,4,4
27,13,0,37,9,9,9,13,13,26,3,10,3,7,10,4,3,0,0,1,0,1,1,4,4
28,22,1,14,13,7,14,14,14,34,6,8,4,8,6,6,6,0,0,1,1,1,1,4,4
34,44,0,24,5,10,13,10,19,27,9,10,7,10,9,8,8,0,0,1,0,1,1,4,4
22,28,0,33,8,14,14,11,13,34,8,7,3,5,4,6,3,0,0,1,0,1,1,4,5
27,16,0,36,5,3,15,12,18,34,8,9,2,7,9,9,8,0,0,1,0,1,1,5,5
24,14,2,50,9,21,9,9,18,36,10,10,6,4,4,4,4,0,0,1,0,1,0,4,5
26,28,3,29,7,4,16,10,11,28,5,5,3,7,7,3,2,0,0,1,1,1,1,4,4
45,14,2,34,10,8,18,11,11,24,6,9,3,6,7,8,9,0,0,1,0,1,1,4,5
29,14,3,12,9,12,16,12,20,34,5,8,8,9,6,8,6,0,1,1,0,1,1,5,5
30,32,1,31,16,12,12,12,10,24,6,6,7,6,7,6,6,0,0,1,1,1,1,2,3
30,16,2,35,5,6,14,10,10,39,10,10,3,8,7,8,8,0,0,0,1,1,1,4,5
19,21,1,50,15,16,11,9,15,26,9,10,3,7,5,5,3,0,0,1,1,1,1,4,4
40,18,2,39,10,11,16,8,7,30,7,6,3,10,10,8,8,0,0,1,1,1,1,4,4
30,20,0,36,5,7,13,9,18,34,7,10,5,8,6,5,6,0,0,1,1,1,1,5,5
43,9,1,34,5,9,17,11,14,37,7,7,4,9,8,8,8,0,0,1,1,1,1,4,5
36,20,3,23,5,5,15,12,17,36,8,7,5,9,9,5,6,0,0,1,0,1,1,4,4
24,36,3,45,5,3,16,10,17,35,3,8,2,3,3,8,5,0,0,1,1,1,1,3,4
24,13,0,31,7,8,14,9,15,34,5,9,4,7,9,6,6,0,0,1,0,1,1,4,4
28,22,0,39,8,8,15,9,22,14,9,6,2,4,5,7,5,0,0,1,0,1,1,5,5
30,33,2,22,9,5,14,15,9,12,8,9,4,7,5,3,4,0,0,0,1,1,1,4,4
18,14,1,45,6,16,12,10,13,28,9,9,7,9,7,1,1,0,0,1,1,1,1,5,4
34,17,1,29,10,7,14,9,11,29,7,8,6,7,5,8,8,0,0,1,0,1,1,3,4
25,25,1,41,11,9,18,9,18,29,4,9,6,10,8,5,5,0,0,0,0,1,1,4,4
24,18,1,35,13,11,11,11,13,29,7,7,7,6,4,2,2,0,0,1,1,1,0,3,3
28,28,0,39,9,14,12,11,15,27,8,9,4,6,8,8,9,0,0,1,1,1,1,3,3
27,28,3,21,6,9,15,12,15,36,8,8,4,6,6,7,7,0,0,1,1,1,1,4,4
32,22,1,43,15,13,13,12,11,26,7,6,7,6,4,4,4,0,0,1,1,1,1,3,3
21,22,2,41,8,5,11,11,18,30,8,9,4,5,8,5,4,0,0,1,0,1,1,4,5
26,22,3,32,11,9,16,11,15,33,7,8,4,6,4,7,6,0,0,1,1,1,1,4,4
39,12,2,25,8,5,15,11,14,41,7,6,4,8,6,7,7,0,0,1,0,1,1,5,4
21,19,0,40,9,10,17,10,9,24,6,7,4,4,4,5,3,0,0,1,1,1,1,2,4
26,16,2,29,5,9,15,10,20,35,8,8,3,6,5,8,8,0,0,1,1,1,1,5,5
24,22,0,34,13,12,12,13,12,22,5,8,6,4,4,6,6,0,0,1,0,1,1,4,4
19,38,3,30,8,14,16,9,10,18,6,9,3,6,5,3,3,0,0,0,1,1,1,2,2
38,13,2,44,5,13,13,11,12,36,7,7,5,4,6,8,8,0,0,1,0,1,1,4,4
19,27,0,36,5,3,18,3,16,19,6,6,7,9,5,7,7,0,0,1,0,1,1,4,4
30,34,2,43,8,11,13,11,9,37,7,6,5,7,5,6,6,0,0,1,1,1,1,1,1
43,14,2,40,9,6,15,9,15,45,8,8,7,9,7,8,9,0,0,1,0,1,1,5,5
22,35,3,28,13,10,12,11,17,27,7,6,4,4,4,4,4,0,1,1,1,1,1,4,4
21,24,0,34,5,12,11,14,14,26,8,8,3,3,3,6,7,0,0,1,1,1,1,4,4
30,32,2,30,12,7,13,12,14,30,6,7,5,8,8,3,3,0,0,1,1,1,1,3,4
28,36,1,19,15,13,13,13,15,27,6,5,6,6,5,7,7,0,0,1,0,1,1,3,3
23,19,0,36,9,9,15,12,21,44,9,10,2,8,7,5,4,0,0,1,0,1,1,5,5
16,24,0,27,14,15,11,11,19,19,6,10,3,10,8,7,6,0,0,0,0,1,0,4,4
15,26,1,36,9,7,14,12,12,21,8,10,4,8,8,1,1,0,0,1,0,1,1,3,3
34,23,2,20,8,9,17,14,19,20,7,3,2,8,7,8,8,0,0,1,0,1,1,4,4
32,28,0,39,14,8,13,13,12,34,4,8,6,8,7,6,6,0,0,1,1,1,1,2,2
35,21,3,21,5,7,16,12,13,41,7,7,6,6,5,5,5,0,0,1,1,1,1,4,4
31,25,3,45,10,9,14,12,20,23,8,4,3,5,3,9,6,0,0,1,1,1,1,4,5
21,32,0,49,14,10,11,9,9,22,7,8,6,6,5,5,6,0,0,1,1,1,1,3,4
30,32,0,30,15,3,15,15,15,27,6,6,6,6,10,7,6,0,0,1,0,1,1,3,3
42,14,3,22,6,7,16,11,16,37,7,6,5,7,6,9,9,0,0,1,1,1,1,4,4
30,30,0,30,15,9,15,9,15,27,8,8,6,6,5,5,5,0,0,1,1,1,1,4,4
32,24,0,24,17,15,13,10,14,37,9,6,5,4,4,2,2,0,0,1,0,1,0,5,5
31,16,0,41,16,6,15,13,14,33,6,8,6,9,6,8,7,0,0,1,0,1,1,3,4
25,30,2,36,16,14,12,12,14,32,6,5,5,8,6,6,7,0,0,1,1,1,1,3,4
29,31,1,34,7,11,17,13,15,19,8,10,3,9,7,7,9,0,0,1,1,1,1,4,5
28,11,0,37,8,5,16,10,17,38,9,7,2,5,5,8,9,0,0,1,0,1,1,5,5
40,16,2,38,9,16,12,11,16,34,7,7,4,8,6,7,7,0,0,1,1,1,1,5,5
29,31,0,40,13,10,13,9,20,24,6,8,3,9,10,8,7,1,0,1,1,1,1,5,5
26,28,0,27,5,3,15,10,8,27,7,6,5,6,4,4,2,0,0,1,0,1,1,4,2
34,20,3,36,8,4,15,10,14,27,9,9,2,8,7,8,10,0,0,0,0,1,1,3,5
30,26,1,41,8,5,15,10,14,28,6,8,6,6,4,7,5,0,0,1,0,1,1,4,4
24,26,0,35,9,15,11,12,15,31,8,5,6,6,5,8,6,0,0,1,0,1,1,4,4
22,22,1,47,16,20,10,15,7,25,7,7,7,6,4,4,2,0,0,0,1,1,1,2,2
30,32,0,30,11,17,12,11,18,37,6,7,5,8,6,8,8,0,0,1,0,1,1,4,5
20,50,3,10,5,6,15,8,23,36,5,5,3,6,5,6,6,0,0,1,1,1,1,5,5
18,27,0,42,9,14,14,10,14,33,8,10,4,8,8,3,1,0,0,0,0,1,1,4,4
45,13,0,24,5,13,13,12,13,35,9,9,8,10,6,10,10,0,0,1,1,1,1,4,4
20,29,0,42,6,5,15,10,18,27,5,10,2,5,6,7,7,0,0,0,0,1,1,4,5
25,26,1,21,7,9,19,9,22,39,7,7,2,5,7,7,7,0,0,1,0,1,1,5,5
16,34,0,38,6,7,15,10,16,37,6,10,2,8,9,6,5,0,0,0,0,1,1,4,4
45,15,3,25,5,6,15,10,18,45,10,9,2,9,8,9,8,0,0,1,1,1,1,4,5
22,28,0,27,7,5,12,15,15,39,9,7,7,5,4,6,7,0,0,0,0,1,1,3,4
